CARI_KOD,CARI_ISIM,ADRES,IL,ILCE,ENLEM,BOYLAM,TIPI
A9536,Sakarlar Toroslar Mersin,Yalýnayak Mh. Çiftçiler Cd.,Içel,TOROSLAR,36.850654,34.63641,Magaza
H147,Okul Sokak Dörtyol Hatay,Altýnçað Mh. Atatürk Caddesi No:201/A,Hatay,DÖRTYOL,36.851009,36.197055,Magaza
G341,Yarbay Pýnar Konyaaltý Antalya,Sarýsu Mh. 170. Sokak No:26/AN:26/A,Antalya,KONYAALTI,36.851775,30.595147,Magaza
A6905,Aþaðý Mahalle Konyaaltý Antalya,Hurma mah 281 sok no:2 13/14 nolu dükkanlarN:18N:18,Antalya,KONYAALTI,36.85178,30.601036,Magaza
C547,Belediye Muratpaþa Antalya,Çaðlayan Mh. 1A 1B 1C 1D Fener Caddesi,Antalya,MURATPAÞA,36.851943,30.76203,Magaza
C656,Lara Cad Muratpaþa Antalya,Güzeloba Mh. 180A-180B-180C 2295. Sokak,Antalya,MURATPAÞA,36.85263,30.803819,Magaza
D657,Eski Lara Cad Muratpaþa Antalya,Fener Mh. 2/10 1961. SokakN:1N:4/aN:1N:1,Antalya,MURATPAÞA,36.852931,30.747902,Magaza
C121,Ensar Ceylanpýnar Þanlýurfa,Ensar Mh. 1 1012. Cd.(Kaymakam Sabri BaþköN:1,Sanliurfa,CEYLANPINAR,36.853105,40.04672,Magaza
H148,Çýldýr Mah Marmaris Muðla,Kemeraltý Mh. Hasan Iþýk Caddesi No:25A-1/25A-2,Mugla,MARMARIS,36.853331,28.262849,Magaza
I403,Þehir Hastanesi Toroslar Mersin,Korukent Mh. Þehir Hastanesi Caddesi No:A2,Içel,TOROSLAR,36.853749,34.609814,Magaza
A9366,Tepe Mah Marmaris Muðla,Tepe Mh. 31. Sk.N:1,Mugla,MARMARIS,36.853907,28.274414,Magaza
F530,Hacý Kemal Istýl Konyaaltý Antalya,Hurma Mh. 255. Sokak No:1N:38N:38,Antalya,KONYAALTI,36.854145,30.600092,Magaza
A1069,Liman Mh Konyaaltý Antalya,Liman Mah.Baða Çayý Cad. N:61/1N:61/1N:61N:61,Antalya,KONYAALTI,36.854491,30.611946,Magaza
C528,Ptt Muratpaþa Antalya,Fener Mh. 6/A 6/B 1987. Sokak,Antalya,MURATPAÞA,36.854825,30.757148,Magaza
F344,Barýnaklar Muratpaþa Antalya,Çaðlayan Mh. 1 2040. Sokak,Antalya,MURATPAÞA,36.854911,30.778174,Magaza
I617,Bakacak Mevkii Marmaris Muðla,Armutalan Mh. Adnan Menderes Caddesi No:118/BNN:8,Mugla,MARMARIS,36.855256,28.239273,Magaza
F622,Gündoðdu Manavgat Antalya,Gündoðdu Mh. Gündoðdu Beldesi Yolu No:26-z1,Antalya,MANAVGAT,36.85534,31.284207,Magaza
A3695,Ýyiliktaþ Marmaris Muðla,Kemeraltý Mh. N:15/3,Mugla,MARMARIS,36.855452,28.267424,Magaza
A0764,Adnan Menderes Cad Marmaris Muðla,Armutalan Mh. Adnan Menderes CaddesiN:No:84/2NN:,Mugla,MARMARIS,36.855468,28.244689,Magaza
A9541,Fener Muratpaþa Antalya,Fener Mh. 1974. Sk.,Antalya,MURATPAÞA,36.855704,30.758747,Magaza
D561,Turkuaz Toroslar Mersin,Korukent Mh. 20/CA,Içel,TOROSLAR,36.855784,34.621798,Magaza
B691,Fetane Muratpaþa Antalya,Çaðlayan Mh. 1,Antalya,MURATPAÞA,36.856208,30.775138,Magaza
A8718,Armutalan Marmaris Muðla,Armutalan Mh. Yunus Nadi Cd.,Mugla,MARMARIS,36.856248,28.254454,Magaza
G981,8 Durak Konyaaltý Antalya,Hurma Mh. 252. Sokak No:54/B,Antalya,KONYAALTI,36.856274,30.596017,Magaza
B638,Ýbrahim Ateþ Muratpaþa Antalya,Çaðlayan Mh. 1 2033. Sk.,Antalya,MURATPAÞA,36.856431,30.771144,Magaza
F038,Sülemiþ Muratpaþa Antalya,Þirinyalý Mh. 15 1503/1. Sokak,Antalya,MURATPAÞA,36.857733,30.741046,Magaza
D550,Bülent Ecevit Muratpaþa Antalya,Fener Mh. 16/A 16/B Bülent Ecevit BulvarýN:16/a-b,Antalya,MURATPAÞA,36.8578,30.750244,Magaza
A7693,Yeniyol Caddesi  Marmaris Muðla,Tepe Mahallesi Yeniyol Caddesi No:39 Z2,Mugla,MARMARIS,36.857854,28.273058,Magaza
A1484,Güzeloba Antalya,Güzeloba Mah. Havaalaný Cad. ,Antalya,MURATPAÞA,36.857992,30.793162,Magaza
E351,Ýsmet Gökþen Muratpaþa Antalya,Þirinyalý Mh. 1 Ýsmet Gökþen Caddesi,Antalya,MURATPAÞA,36.858223,30.74338,Magaza
A5932,Kundu Aksu Antalya,Kemeraðzý mah.Tesisler cad. N:319/BN:319/BN:319/BN:319/BN:319/B,Antalya,AKSU,36.858282,30.866959,Magaza
E460,Moda Park Konyaaltý Antalya,Hurma Mh. 1 Boðaçayý Caddesi,Antalya,KONYAALTI,36.859184,30.605488,Magaza
A1715,Çaðlayan  Mah Antalya,Çaðlayan Mah. Bülent Ecevit Bulvarý N:2/1N:2/1N:2/1N:2/1,Antalya,MURATPAÞA,36.859334,30.777939,Magaza
A9551,Gürsu Konyaaltý Antalya,Gürsu Mh. Atatürk Blv. (10. Cd.)N:211N:211,Antalya,KONYAALTI,36.859341,30.625351,Magaza
A8181,Þehitlik Ceylanpýnar Þanlýurfa,Cumhuriyet Mah. 1009. Cad. No:190 Ceylanpýnar Þanlýurfa,Sanliurfa,CEYLANPINAR,36.859639,40.048416,Magaza
I568,Ata Park Muratpaþa Antalya,Güzeloba Mh. 2239. Sokak No:3N:11N:11N:11 A BN:,Antalya,MURATPAÞA,36.859659,30.797701,Magaza
I684,Meriç Muratpaþa Antalya,Güzeloba Mh. 2239. Sokak No:10N:10 AN:10N:10,Antalya,MURATPAÞA,36.859667,30.793217,Magaza
B480,Altýnyaka Konyaaltý Antalya,Hurma Mh. 22 256. Sk.N:22N:22,Antalya,KONYAALTI,36.85976,30.597312,Magaza
A3086,Hurma Konyaaltý Antalya,Hurma Mah. Boðaçayý Cad. N:,Antalya,KONYAALTI,36.860204,30.604507,Magaza
C673,Boðaçayý Konyaaltý Antalya,Hurma Mh. 21/1-2 254. SokakN:21,Antalya,KONYAALTI,36.860575,30.599846,Magaza
A0648,Kaplan Sk Muratpaþa Antalya,Güzeloba Mh. 61 Havaalaný Cd.N:61N:61N:N:61/a,Antalya,MURATPAÞA,36.861344,30.789767,Magaza
I824,Yalý Muratpaþa Antalya,Zümrütova Mh. Fener Caddesi No:75N:74 A,Antalya,MURATPAÞA,36.861497,30.76491,Magaza
D752,Cumhuriyet Belek Serik Antalya,Belek Mh. 1N:99/1N:99/1,Antalya,SERIK,36.861705,31.069948,Magaza
I392,Arpaç Toroslar Mersin,Arpaçsakarlar Mh. Atatürk Caddesi No:8,Içel,TOROSLAR,36.861753,34.62868,Magaza
J052,Süleyman Mecek Serik Antalya,Belek Mh. Molla Fevzi Caddesi No:5A,Antalya,SERIK,36.861798,31.061578,Magaza
C553,Nazým Hikmet Muratpaþa Antalya,Güzelbað Mh. 28A 2199. SokakN:28 AN:N:N:28/a,Antalya,MURATPAÞA,36.861997,30.794785,Magaza
D217,Konaklar Konyaaltý Antalya,Gürsu Mh. 10 A-B-C 353. SokakN:10N:10N:10N:10,Antalya,KONYAALTI,36.862223,30.626135,Magaza
D374,Ulusal Egemenlik Cad Marmaris Muðla,Sarýana Mh. 67 Yeni Datça Yolu,Mugla,MARMARIS,36.862495,28.273444,Magaza
B397,Rauf Denktaþ Muratpaþa Antalya,Güzeloba Mh. 2216. SokakN:47N:47N:47N:47N:47NN:47,Antalya,MURATPAÞA,36.862655,30.800198,Magaza
J401,Kervan Harran Þanlýurfa,Cumhuriyet Mh. 1054. SokakN:1N:1N:1N:1N:1N:1N:1N:1,Sanliurfa,HARRAN,36.862681,39.017751,Magaza
H722,Emir Ceylanpýnar Þanlýurfa,15 Temmuz Mh. E. Küme Evleri Caddesi No:1N:1N:1,Sanliurfa,CEYLANPINAR,36.862982,40.050853,Magaza
D341,Kahraman Ceylanpýnar Þanlýurfa,15 Temmuz Mh. 1N:1N:1N:1,Sanliurfa,CEYLANPINAR,36.863827,40.048776,Magaza
J467,Yunus Emre Serik Antalya,Belek Mh. Turizm Caddesi (Alan Caddesi) NoN:2,Antalya,SERIK,36.864009,31.041003,Magaza
J880,Neþet Ertaþ Muratpaþa Antalya,Güzeloba Mh. 2158. Sokak No:71 A/DN:71/ad,Antalya,MURATPAÞA,36.864026,30.786425,Magaza
E607,Köþk Muratpaþa Antalya,Þirinyalý Mh. A-B 1486. SokakN:17AN:17AN:17/aN:17/a,Antalya,MURATPAÞA,36.86493,30.734329,Magaza
C820,Kemeraðzý Muratpaþa Antalya,Güzeloba Mh. 42/3 2370. SokakN:42/AN:42N:42 AN:42/a,Antalya,MURATPAÞA,36.864934,30.83446,Magaza
F347,Deveci Cad Belek Serik Antalya,Belek Mh. Deveci Caddesi no:1,Antalya,SERIK,36.865459,31.056836,Magaza
J554,Belediye Ceylanpýnar Þanlýurfa,Özbek Mh. Urfa Kapý Caddesi No:1N:1N:1N:1NN:1,Sanliurfa,CEYLANPINAR,36.865599,40.040883,Magaza
G449,Sezen Ceylanpýnar Þanlýurfa,15 Temmuz Mh. 1017. Caddesi No:1,Sanliurfa,CEYLANPINAR,36.866815,40.0492,Magaza
B293,Gazi Mustafa Kemal Konyaaltý Antaly,Gürsu Mh. 1 338. Sk.N:4N:4AN:4N:4,Antalya,KONYAALTI,36.866856,30.631046,Magaza
F663,Ýcadiye Dörtyol Hatay,Kuzuculu Mh. Sultan Hamit Caddesi No:14N:N:,Hatay,DÖRTYOL,36.866991,36.215388,Magaza
F150,Gold Evleri Ceylanpýnar Þanlýurfa,15 Temmuz Mh. 1N:1N:1N:1N:1N:1N:1N:1N:1N:1N:1N:1,Sanliurfa,CEYLANPINAR,36.86709,40.0465,Magaza
E194,Feslikan Konyaaltý Antalya,Geyikbayýrý Mh. 1 3598. Sokak,Antalya,KONYAALTI,36.86739,30.406755,Magaza
A9423,Güzelbað Muratpaþa Antalya,Güzelbað Mh. Havaalaný Cd.N:10 ABN:10 ABN:10 AB,Antalya,MURATPAÞA,36.86742,30.784406,Magaza
F384,Turizm Yolu Kadriye Serik Antalya,Kadriye Mh. Alan CaddesiN:2N:2N:2,Antalya,SERIK,36.867856,31.024247,Magaza
C879,15 Temmuz Ceylanpýnar Þanlýurfa,15 Temmuz Mh. 2 411. SokakN:1N:1N:1N:1N:1N:1N:N:1,Sanliurfa,CEYLANPINAR,36.868198,40.043618,Magaza
D549,Çýnarlý Cad Muratpaþa Antalya,Yeþilbahçe Mh. 1N:9/a-bN:9/ab,Antalya,MURATPAÞA,36.868658,30.725546,Magaza
B760,Anadolu Cd Konyaaltý Antalya,Gürsu Mh. 17 A Anadolu Cd.(344. Sk.)N:15,Antalya,KONYAALTI,36.869606,30.627845,Magaza
D483,Güzeloluk Muratpaþa Antalya,Güzeloluk Mh. 87 A 1835. SokakN:87/aN:87/aN:87/a,Antalya,MURATPAÞA,36.869775,30.763964,Magaza
B633,Öðretmenevleri Mh Konyaaltý Antalya,Altýnkum Mh. 1 455. Sk.,Antalya,KONYAALTI,36.870721,30.632962,Magaza
A0092,Kuþkavaðý Konyaaltý Antalya,Kuþkavaðý Mh. 541 sokak. No:2A/2BN:2N:,Antalya,KONYAALTI,36.87116,30.649811,Magaza
A1285,Altýnkum Konyaaltý Antalya,Gürsu Mah. Gazi Mustafa Kemal Bul. N:116N:116N:116N:116N:116,Antalya,KONYAALTI,36.87128,30.628355,Magaza
A8804,Harran Þanlýurfa,Süleyman Demirel Mh. Þanlýurfa Harran YoluN:1N:1N:1N:,Sanliurfa,HARRAN,36.871377,39.025185,Magaza
C760,Ermenek Muratpaþa Antalya,Ermenek Mh. 70N:48/1N:48/1N:48N:48/1N:48/1N:N:48/1,Antalya,MURATPAÞA,36.87161,30.829015,Magaza
J979,Girne Konyaaltý Antalya,Çakýrlar Mh. Girne Caddesi No:116N:N:N:116,Antalya,KONYAALTI,36.872653,30.56215,Magaza
A1125,Portakalçiçeði Antalya,Yeþilbahçe Mah.1466 Sok. ,Antalya,MURATPAÞA,36.872964,30.726215,Magaza
I970,Kuzuculu Dörtyol Hatay,Kuzuculu Mh. Atatürk Bulvarý (Zühtü Çelebi Caddesi) N,Hatay,DÖRTYOL,36.874076,36.214102,Magaza
E215,Yeni Beldibi Mah Marmaris Muðla,Beldibi Mh. 77N:77N:77N:77,Mugla,MARMARIS,36.874431,28.266529,Magaza
D337,Þehitler Muratpaþa Antalya,Kýrcami Mh. 14 Avni Tolunay CaddesiN:14N:14NN:14/a,Antalya,MURATPAÞA,36.875507,30.73134,Magaza
A5490,Gençlik Muratpaþa Antalya,Gençlik Mah.Fevzi Çakmak Cad. N:28/1N:28/1N:28/1N:28/1N:28/1N:N:,Antalya,MURATPAÞA,36.876266,30.708562,Magaza
K277,Iþýklar Muratpaþa Antalya,Gençlik Mh. 1312. Sokak No:43N:43,Antalya,MURATPAÞA,36.876554,30.711604,Magaza
F336,19 Cadde Konyaaltý Antalya,Öðretmenevleri Mh. 1 19. Cadde,Antalya,KONYAALTI,36.876638,30.637929,Magaza
F439,Uluç Konyaaltý Antalya,Uluç Mh. Çamlýk Caddesi (23. Cadde) No:1NN:81/B,Antalya,KONYAALTI,36.8768,30.628853,Magaza
F365,Evliya Çelebi Konyaaltý Antalya,Öðretmenevleri Mh. 902. Sokak No:1N:1N:1N:1N:1N:1N:N:1,Antalya,KONYAALTI,36.877202,30.644095,Magaza
H023,Yenikapý Muratpaþa Antalya,Zerdalilik Mh. 1403. Sokak No:79 AN:79 A,Antalya,MURATPAÞA,36.878151,30.7142,Magaza
A0460,Ýl Saðlýk Müdürlüðü Konyaaltý Antalya,Arapsuyu Mh. 1 646. Sk.N:25B/1N:25B/1N:25B/1NN:25,Antalya,KONYAALTI,36.878182,30.650897,Magaza
E554,Kunduköyü Aksu Antalya,Kundu Mh. 29N:29/AN:29 / AN:29/A,Antalya,AKSU,36.878798,30.916071,Magaza
F148,Týraklar Konyaaltý Antalya,Toros Mh. 1 805. SokakN:8N:12N:8N:8N:8,Antalya,KONYAALTI,36.87916,30.646565,Magaza
A0376,12cadde Muratpaþa Antalya,Meydankavaðý Mh. Þehitler Cad. no:27A / 11 12. CdN:,Antalya,MURATPAÞA,36.879205,30.734769,Magaza
B949,Þehit Oðuz Muratpaþa Antalya,Meydankavaðý Mh. 25A / A-B 1561. Sk.,Antalya,MURATPAÞA,36.879443,30.727907,Magaza
H086,Kubbe Harran Þanlýurfa,Süleyman Demirel Mh. 48. SokakN:1N:1N:1N:1N:1N:1N:1N:N:1,Sanliurfa,HARRAN,36.880203,39.025751,Magaza
F089,Avni Tolunay Muratpaþa Antalya,Meydankavaðý Mh. 12 1557. SokakN:12/aN:12/a,Antalya,MURATPAÞA,36.880342,30.724682,Magaza
A7946,Zerdalilik Muratpaþa Antalya,Zerdalilik mah.1385 sok Neþe apt No:10/A.B.C nolu dükkanlar MuratN:10/a-b,Antalya,MURATPAÞA,36.881008,30.715266,Magaza
H174,Sanat Akademi Muratpaþa Antalya,Meydankavaðý Mh. 1567. Sokak No:1N:36 AN:36 AN:N:,Antalya,MURATPAÞA,36.881119,30.731104,Magaza
J857,Yeni Üç Kapýlar Muratpaþa Antalya,Kýlýnçarslan Mh. Seferoðlu Sokak No:41N:41/21N:41N:41/21,Antalya,MURATPAÞA,36.88227,30.710468,Magaza
A9216,Huzurkent Akdeniz Me,Gazi Mh. Ýnönü Blv. (Adana Mersin Yolu)N:N:42,Içel,AKDENIZ,36.88231,34.821097,Magaza
A1339,Cebesoy Antalya,Sinan Mahallesi. N:62,Antalya,MURATPAÞA,36.882691,30.713611,Magaza
A3920,Toros Konyaaltý Antalya,Toros mah. 836 Sok. N:4N:4N:4N:4N:4N:4N:4N:4/1N:4N:4,Antalya,KONYAALTI,36.883111,30.642674,Magaza
D108,Deniz Cad Kadriye Serik Antalya,Kadriye Mh. 55/2-2 55/2-1 Deniz CaddesiN:55/N:55/1/2,Antalya,SERIK,36.883235,31.010823,Magaza
A7604,Çayýrlý Konyaaltý Antalya,Uncalý mah.Uncalý Cad.no:71/C Dükkan Konyaaltý/ANTALYA,Antalya,KONYAALTI,36.883364,30.62609,Magaza
E227,Stadyum Muratpaþa Antalya,Meydankavaðý Mh. 39 9/10 1590. Sokak,Antalya,MURATPAÞA,36.883473,30.731238,Magaza
K287,Antoryum Aksu Antalya Aksu Antalya,Altýntaþ Mh. Aycan Sokak No:61-F-FC-FD,Antalya,AKSU,36.883984,30.831612,Magaza
J843,Kardelen Aksu Antalya Aksu Antalya,Altýntaþ Mh. Gökalp Caddesi No:8 / 1,Antalya,AKSU,36.884159,30.822383,Magaza
C897,Meryem Gül Kadriye Serik Antalya,Kadriye Mh. 21,Antalya,SERIK,36.884525,31.004941,Magaza
B724,Sertavul Mut Mersin,Narlýdere Mh. 1,Içel,MUT,36.884569,33.280957,Magaza
J306,Ýbrahim Gül Kadriye Serik Antalya,Kadriye Mh. Süleyman Demirel Caddesi No:12,Antalya,SERIK,36.884597,31.008181,Magaza
D336,Ýstiklal Ýlköðretim Muratpaþa Antal,Zerdalilik Mh. 1 1380. Sokak,Antalya,MURATPAÞA,36.884911,30.714464,Magaza
I174,Celal Kaya Muratpaþa Antalya,Haþimiþcan Mh. 1291. Sokak No:10N:10/AN:10/A,Antalya,MURATPAÞA,36.884941,30.712181,Magaza
D471,Selekler Muratpaþa Antalya,Deniz Mh. 2 Konyaaltý CaddesiN:13N:13,Antalya,MURATPAÞA,36.885232,30.695434,Magaza
A4892,Pamir Muratpaþa Antalya,Bahçelievler Mh.Pamir Cd. N:12/11N:12/11N:12/11N:N:,Antalya,MURATPAÞA,36.88607,30.689823,Magaza
A2071,Deniz Muratpaþa Antalya,Deniz mah. 122 Sok. N:8/1-2,Antalya,MURATPAÞA,36.886193,30.695403,Magaza
D014,Kaleiçi Muratpaþa Antalya,Tuzcular Mh. 145/27 Mescit SokakN:16/AN:16AN:N:16/A,Antalya,MURATPAÞA,36.886227,30.706724,Magaza
A9171,Festival Çarþýsý Mur,Meydankavaðý Mh. 1595. Sk.N:16N:16,Antalya,MURATPAÞA,36.886248,30.733275,Magaza
C984,Musabeyli Musabeyli Kilis,Cumhuriyet Mh. 14,Kilis,MUSABEYLI,36.886288,36.91758,Magaza
A1610,Perge Bulvarý Antalya,Meydan Kavaðý Mah. Perge Bulvarý N:20/3-4,Antalya,MURATPAÞA,36.886326,30.738859,Magaza
K054,Danacý Aksu Antalya Aksu Antalya,Altýntaþ Mh. Kardeþ Kentler Caddesi (Turizm CN:42/A,Antalya,AKSU,36.887315,30.820721,Magaza
A1529,Uncalý Konyaaltý ANTALYA,Uncalý Mah. N:4,Antalya,KONYAALTI,36.887342,30.630569,Magaza
A4667,Orduevi Antalya,Elmalý Mah.25.Sok.Esat Uluhan Ýþh N:9N:9 AN:9/AN:N:,Antalya,MURATPAÞA,36.887448,30.701502,Magaza
A2454,Bahçelievler Muratpaþa Antalya,Varlýk Mah. 175 Sok. N:4 A-BN:4N:4N:4 A/BN:,Antalya,MURATPAÞA,36.887566,30.681201,Magaza
C509,Meydan Muratpaþa Antalya,Kýzýltoprak Mh. 20 B 916. SokakN:20AN:20AAN:20A,Antalya,MURATPAÞA,36.88803,30.731206,Magaza
A7606,Ali Çetinkaya Cd. Muratpaþa ANTALYA,Çaybaþý Mh. 1351. SokakN:2,Antalya,MURATPAÞA,36.88838,30.719519,Magaza
H180,Üniversite Konyaaltý Antalya,Pýnarbaþý Mh. 758. Sokak No:1N:14/21N:14N:14N:N:14,Antalya,KONYAALTI,36.88845,30.647858,Magaza
B072,Spotçular Çarþýsý Muratpaþa Antalya,Deniz Mh. 1 122. Sk.N:41N:N:,Antalya,MURATPAÞA,36.888569,30.694293,Magaza
C416,Yeni Bahtýlý Konyaaltý Antalya,Bahtýlý Mh. 445/1 Hürriyet CaddesiN:445N:445N:445,Antalya,KONYAALTI,36.88882,30.574516,Magaza
E138,Kültür Merkezi Muratpaþa Antalya,Çaybaþý Mh. 1 Ali Çetinkaya Caddesi,Antalya,MURATPAÞA,36.888841,30.714177,Magaza
A5586,Mollayusuf Konyaaltý Antalya,Mollayusuf Mah.Uncalý Cad. N:1N:1,Antalya,KONYAALTI,36.88899,30.625179,Magaza
J366,Kýzýl Saray Muratpaþa Antalya,Kýzýlsaray Mh. 68. Sokak No:127N:127N:127N:127NN:127,Antalya,MURATPAÞA,36.889599,30.696416,Magaza
I879,Ýsmetpaþa Caddesi Muratpaþa Antalya,Balbey Mh. 457. Sokak No:33/A 33/BN:33N:33/N:33/a-b,Antalya,MURATPAÞA,36.889763,30.70631,Magaza
E936,23 Nisan Konyaaltý Antalya,Siteler Mh. 1,Antalya,KONYAALTI,36.889793,30.629601,Magaza
A9027,Yüksekalan Muratpaþa Antalya,Yüksekalan Mh. Güllüpýnar Cd.,Antalya,MURATPAÞA,36.889815,30.716561,Magaza
I066,Meltem Muratpaþa Antalya,Meltem Mh. Dumlupýnar Bulvarý Yan Yolu No:9N:9 D,Antalya,MURATPAÞA,36.889964,30.664762,Magaza
A8971,Kayýkent Muratpaþa Antalya,Kýzýltoprak Mh. 914. Sk.N:18/AN:18AN:18N:18N:18NN:18A,Antalya,MURATPAÞA,36.890099,30.724619,Magaza
A8406,Milli Egemenlik Muratpaþa Antalya,Kýþla Mh. milli egemenlik cad,Antalya,MURATPAÞA,36.890307,30.700291,Magaza
A8931,Altýndað Muratpaþa Antalya,Altýndað Mh. 147. Sk.,Antalya,MURATPAÞA,36.890348,30.689539,Magaza
B130,Kamile Çömlekçi Muratpaþa Antalya,Yüksekalan Mh. 486 Sk. 24/A 516. Sk.,Antalya,MURATPAÞA,36.890362,30.712017,Magaza
A1142,Yenigün Antalya,Yenigün Mah. Yunus Emre Cad. N:1A,Antalya,MURATPAÞA,36.891029,30.717881,Magaza
B259,Yener Ulusoy Muratpaþa Antalya,Kýzýlsaray Mh. 8/A 88. Sk.N:8AN:8N:8 AN:8AN:8 AN:8/a,Antalya,MURATPAÞA,36.891104,30.697345,Magaza
B368,Pazaryeri Muratpaþa Antalya,Kýzýltoprak Mh. 952 SK. nO: 15 BlOK 9-10 953. SkN:15,Antalya,MURATPAÞA,36.891114,30.729701,Magaza
A1830,Yýldýz Muratpaþa Antalya,Yýldýz Mah. Piri Reis Cad.Güden ve ,Antalya,MURATPAÞA,36.892278,30.682712,Magaza
J595,Mavi Dünya Altýntaþ Aksu Antalya,Altýntaþ Mh. Kardeþ Kentler Caddesi No:3 /13NN:3/13,Antalya,AKSU,36.892334,30.821673,Magaza
A0461,Termessos Muratpaþa Antalya,Mehmetçik Mh. no:15 A Hamzata Blv. (Hamza Taþ Blv. T,Antalya,MURATPAÞA,36.892353,30.737107,Magaza
A1270,Güllük Muratpaþa,Altýndað Mah.Güllük Cad. ,Antalya,MURATPAÞA,36.892537,30.69375,Magaza
C002,Atilla Güngör Konyaaltý Antalya,Molla Yusuf Mh. 1 1419. Sokak,Antalya,KONYAALTI,36.892681,30.626053,Magaza
B043,Þehit Ercan Cd Muratpaþa Antalya,Kýzýltoprak Mh. no:50  /  9 - 10 933. Sk.N:50 A/N:50 A-B,Antalya,MURATPAÞA,36.89271,30.728395,Magaza
J625,Ataþan Altýntaþ Aksu Antalya,Altýntaþ Mh. Hasan Borucu Caddesi No:1CN:1 / N:,Antalya,AKSU,36.892869,30.830425,Magaza
H686,Balcýlar Taþkent Konya,Balcýlar Veliler Mh. Balcýlar Caddesi (H. Ahmet Hoca N:1E,Konya,TAÞKENT,36.892957,32.675922,Magaza
D113,Karaçallý Mah Aksu Antalya,Karaçallý Mh. 111/1A,Antalya,AKSU,36.893432,30.865845,Magaza
J060,Yýldýz Konyaaltý Antalya,Molla Yusuf Mh. 1446. Sokak No:6/1-2-3-4,Antalya,KONYAALTI,36.893479,30.621868,Magaza
A4052,Üçgen Mah   Antalya,Üçgen Mah. 104 Sok. Doðan Apt. N:1/3-4N:1/ 3-4N:1N:1/3-4N:1/3-4,Antalya,MURATPAÞA,36.893831,30.698327,Magaza
B548,Hamidiye Muratpaþa Antalya,Yýldýz Mh. 48 A/B Çakýrlar Cd.,Antalya,MURATPAÞA,36.894105,30.682561,Magaza
A2054,Kýzýltoprak Antalya,Kýzýltoprak Mah.Þehit Ercan Cad. ,Antalya,MURATPAÞA,36.894294,30.732676,Magaza
J365,Kapalý Yol Muratpaþa Antalya,Kýzýlsaray Mh. 107. Sokak No:133A/BN:133,Antalya,MURATPAÞA,36.894301,30.700749,Magaza
B465,Medstar Muratpaþa Antalya,Yýldýz Mh. 1 Çakýrlar Cd.N:32N:32ABN:32 ABNN:32 A/B,Antalya,MURATPAÞA,36.894404,30.68657,Magaza
D236,Altýntaþ Aksu Antalya,Altýntaþ Mh. 4 Turizm CaddesiN:52/2ABN:52/2ABN:52/2AB,Antalya,AKSU,36.894509,30.821063,Magaza
B041,Çatalköprü Cd Muratpaþa Antalya,Muratpaþa Mh. 31/A Çatalköprü Cd.,Antalya,MURATPAÞA,36.895337,30.705524,Magaza
E664,Ýbni Sina Muratpaþa Antalya,Yenigün Mh. 1 Yunus Emre CaddesiN:47/A,Antalya,MURATPAÞA,36.895832,30.722302,Magaza
I950,Yeþilyurt Ýslahiye Gaziantep,Yeþilyurt Mh. Gaziantep Antakya Yolu No:11N:11,Gaziantep,ÝSLAHIYE,36.896053,36.571346,Magaza
J846,Büyükþehir Muratpaþa Antalya,Yüksekalan Mh. Adnan Menderes Bulvarý No:8,Antalya,MURATPAÞA,36.896113,30.71129,Magaza
B818,Þarampol Muratpaþa Antalya,Üçgen Mh. 10 Tonguç CaddesiN:59a-b-,Antalya,MURATPAÞA,36.896446,30.696576,Magaza
A0434,Soðuksu Muratpaþa Antalya,Soðuksu Mh. 33 / A Toroslar Cd.N:33AN:33AN:3N:,Antalya,MURATPAÞA,36.896471,30.676872,Magaza
F296,Cahit Sýtký Muratpaþa Antalya,Yenigün Mh. 48 1053. SokakN:28AN:,Antalya,MURATPAÞA,36.896503,30.717439,Magaza
A7915,Abdi Ýpekçi Muratpaþa Antalya,Muratpaþa Mah.565 sokak No:18 25-26 27 Nolu dükkanlar Muratpaþa/ANTALYA,Antalya,MURATPAÞA,36.896582,30.700922,Magaza
A1063,Siteler Uncalý Konyaaltý Antalya,Siteler Mah. N:11N:11N:11N:N:,Antalya,KONYAALTI,36.896739,30.631306,Magaza
D589,Osman Gazi Muratpaþa Antalya,Soðuksu Mh. 1 Toroslar CaddesiN:62/AN:62/aN:62/a,Antalya,MURATPAÞA,36.896785,30.673894,Magaza
E861,Mimar Sinan Muratpaþa Antalya,Yýldýz Mh. 1 Mimar Sinan Caddesi,Antalya,MURATPAÞA,36.896808,30.681123,Magaza
D956,Villa Kent Konyaaltý Antalya,Bahtýlý Mh. 1 Hürriyet CaddesiN:53N:53N:53,Antalya,KONYAALTI,36.897105,30.609488,Magaza
A4299,Muratpaþa  Antalya,Muratpaþa Mah.562 Sok.Aydýcan Apt 2 ,Antalya,MURATPAÞA,36.897308,30.704425,Magaza
A1441,Tonguç Antalya,Muratpaþa Mah. Tonguç Cad. N:71/1,Antalya,MURATPAÞA,36.897629,30.698671,Magaza
A3819,Mevlana Antalya,Etiler Mah. Evliya Çelebi Cad. N:4/1N:4/1N:4N:4 / 1N:4/1N:4 / 1N:,Antalya,MURATPAÞA,36.89771,30.712385,Magaza
